INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
6594	Thánh Xí Nga Biªn D¸	659	65	9	1	0	1000	10	688	400000	-1	-1	652	900000	702	400000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	920	1052	1710	1052	1447	1153	1268	1325	1498	1729	500	200	150	100	50	1	6590
6595	Thánh Xí Nga Biªn D¸	659	65	9	1	0	1000	10	688	400000	-1	-1	652	900000	702	400000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	965	1103	1793	1103	1517	1153	1268	1325	1498	1729	500	200	150	100	50	1	6590
6599	Thánh Xí Nga Bäo Bäo	659	65	9	0	1	1000	10	688	400000	-1	-1	652	900000	702	400000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	742	848	1379	848	1167	1153	1268	1325	1498	1729	500	200	150	100	50	1	6590
6600	Hoä Tông ThØ Trß·ng Thành	660	55	9	0	0	1000	10	694	300000	-1	-1	703	800000	662	400000	659	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1428	1020	510	612	714	1051	1156	1208	1366	1576	50	100	150	200	500	1	6600
6601	Hoä Tông ThØ Biªn D¸	660	55	9	1	0	1000	10	694	300000	-1	-1	703	800000	662	400000	659	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1535	1096	548	657	767	1051	1156	1208	1366	1576	50	100	150	200	500	1	6600
6602	Hoä Tông ThØ Biªn D¸	660	55	9	1	0	1000	10	694	300000	-1	-1	703	800000	662	400000	659	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1642	1173	586	703	821	1051	1156	1208	1366	1576	50	100	150	200	500	1	6600
6603	Hoä Tông ThØ Biªn D¸	660	55	9	1	0	1000	10	694	300000	-1	-1	703	800000	662	400000	659	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1749	1249	624	749	874	1051	1156	1208	1366	1576	50	100	150	200	500	1	6600
6604	Hoä Tông ThØ Biªn D¸	660	55	9	1	0	1000	10	694	300000	-1	-1	703	800000	662	400000	659	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1856	1326	663	795	928	1051	1156	1208	1366	1576	50	100	150	200	500	1	6600
6609	Hoä Tông ThØ Bäo Bäo	660	55	9	0	1	1000	10	694	300000	-1	-1	703	800000	662	400000	659	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1428	1020	510	612	714	1051	1156	1208	1366	1576	50	100	150	200	500	1	6600
6610	Viêm Hoä Tông ThØ Trß·ng Thành	661	75	9	0	0	1000	10	694	300000	-1	-1	703	800000	662	400000	659	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1542	1102	551	661	771	1255	1380	1443	1631	1882	50	100	150	200	500	1	6610
6611	Viêm Hoä Tông ThØ Biªn D¸	661	75	9	1	0	1000	10	694	300000	-1	-1	703	800000	662	400000	659	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1619	1157	578	694	809	1255	1380	1443	1631	1882	50	100	150	200	500	1	6610
6612	Viêm Hoä Tông ThØ Biªn D¸	661	75	9	1	0	1000	10	694	300000	-1	-1	703	800000	662	400000	659	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1697	1212	606	727	848	1255	1380	1443	1631	1882	50	100	150	200	500	1	6610
6613	Viêm Hoä Tông ThØ Biªn D¸	661	75	9	1	0	1000	10	694	300000	-1	-1	703	800000	662	400000	659	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1774	1267	633	760	887	1255	1380	1443	1631	1882	50	100	150	200	500	1	6610
6614	Viêm Hoä Tông ThØ Biªn D¸	661	75	9	1	0	1000	10	694	300000	-1	-1	703	800000	662	400000	659	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1851	1322	661	793	925	1255	1380	1443	1631	1882	50	100	150	200	500	1	6610
6615	Viêm Hoä Tông ThØ Biªn D¸	661	75	9	1	0	1000	10	694	300000	-1	-1	703	800000	662	400000	659	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1928	1377	688	826	964	1255	1380	1443	1631	1882	50	100	150	200	500	1	6610
6616	Viêm Hoä Tông ThØ Biªn D¸	661	75	9	1	0	1000	10	694	300000	-1	-1	703	800000	662	400000	659	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2005	1432	716	859	1002	1255	1380	1443	1631	1882	50	100	150	200	500	1	6610
6619	Viêm Hoä Tông ThØ Bäo Bäo	661	75	9	0	1	1000	10	694	300000	-1	-1	703	800000	662	400000	659	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1542	1102	551	661	771	1255	1380	1443	1631	1882	50	100	150	200	500	1	6610
6620	Huy«n Dñc Thú Trß·ng Thành	662	65	9	0	0	1000	10	698	300000	-1	-1	705	800000	734	400000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	530	795	1496	742	1061	1153	1268	1325	1498	1729	500	200	150	100	50	1	6620
6621	Huy«n Dñc Thú Biªn D¸	662	65	9	1	0	1000	10	698	300000	-1	-1	705	800000	734	400000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	562	843	1585	787	1124	1153	1268	1325	1498	1729	500	200	150	100	50	1	6620
6622	Huy«n Dñc Thú Biªn D¸	662	65	9	1	0	1000	10	698	300000	-1	-1	705	800000	734	400000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	594	891	1675	831	1188	1153	1268	1325	1498	1729	500	200	150	100	50	1	6620
6623	Huy«n Dñc Thú Biªn D¸	662	65	9	1	0	1000	10	698	300000	-1	-1	705	800000	734	400000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	625	938	1765	876	1251	1153	1268	1325	1498	1729	500	200	150	100	50	1	6620
6624	Huy«n Dñc Thú Biªn D¸	662	65	9	1	0	1000	10	698	300000	-1	-1	705	800000	734	400000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	657	986	1855	920	1315	1153	1268	1325	1498	1729	500	200	150	100	50	1	6620
6625	Huy«n Dñc Thú Biªn D¸	662	65	9	1	0	1000	10	698	300000	-1	-1	705	800000	734	400000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	689	1034	1944	965	1379	1153	1268	1325	1498	1729	500	200	150	100	50	1	6620
6629	Huy«n Dñc Thú Bäo Bäo	662	65	9	0	1	1000	10	698	300000	-1	-1	705	800000	734	400000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	530	795	1496	742	1061	1153	1268	1325	1498	1729	500	200	150	100	50	1	6620
6630	Xuy Huy«n Dñc Thú Trß·ng Thành	663	75	9	0	0	1000	10	698	300000	-1	-1	705	800000	734	400000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	551	826	1553	771	1102	1255	1380	1443	1631	1882	500	200	150	100	50	1	6630
6631	Xuy Huy«n Dñc Thú Biªn D¸	663	75	9	1	0	1000	10	698	300000	-1	-1	705	800000	734	400000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	578	867	1631	809	1157	1255	1380	1443	1631	1882	500	200	150	100	50	1	6630
6632	Xuy Huy«n Dñc Thú Biªn D¸	663	75	9	1	0	1000	10	698	300000	-1	-1	705	800000	734	400000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	606	909	1709	848	1212	1255	1380	1443	1631	1882	500	200	150	100	50	1	6630
6633	Xuy Huy«n Dñc Thú Biªn D¸	663	75	9	1	0	1000	10	698	300000	-1	-1	705	800000	734	400000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	633	950	1786	887	1267	1255	1380	1443	1631	1882	500	200	150	100	50	1	6630
6634	Xuy Huy«n Dñc Thú Biªn D¸	663	75	9	1	0	1000	10	698	300000	-1	-1	705	800000	734	400000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	661	991	1864	925	1322	1255	1380	1443	1631	1882	500	200	150	100	50	1	6630
6635	Xuy Huy«n Dñc Thú Biªn D¸	663	75	9	1	0	1000	10	698	300000	-1	-1	705	800000	734	400000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	688	1033	1942	964	1377	1255	1380	1443	1631	1882	500	200	150	100	50	1	6630
6636	Xuy Huy«n Dñc Thú Biªn D¸	663	75	9	1	0	1000	10	698	300000	-1	-1	705	800000	734	400000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	716	1074	2019	1002	1432	1255	1380	1443	1631	1882	500	200	150	100	50	1	6630
6639	Xuy Huy«n Dñc Thú Bäo Bäo	663	75	9	0	1	1000	10	698	300000	-1	-1	705	800000	734	400000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	551	826	1553	771	1102	1255	1380	1443	1631	1882	500	200	150	100	50	1	6630
6640	Ng÷c Th¯ Trß·ng Thành	664	5	9	0	0	100	10	739	300000	-1	-1	702	900000	670	250000	660	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	656	750	1219	750	1031	846	930	972	1099	1269	500	200	150	100	50	1	6640
6641	Ng÷c Th¯ Biªn D¸	664	5	9	1	0	100	10	739	300000	-1	-1	702	900000	670	250000	660	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	755	862	1402	862	1186	846	930	972	1099	1269	500	200	150	100	50	1	6640
6642	Ng÷c Th¯ Biªn D¸	664	5	9	1	0	100	10	739	300000	-1	-1	702	900000	670	250000	660	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	853	975	1585	975	1341	846	930	972	1099	1269	500	200	150	100	50	1	6640
6649	Ng÷c Th¯ Bäo Bäo	664	5	9	0	1	100	10	739	300000	-1	-1	702	900000	670	250000	660	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	656	750	1219	750	1031	846	930	972	1099	1269	500	200	150	100	50	1	6640
6650	HÕoNguy®t Trß·ngThành	665	45	9	0	0	100	10	739	350000	-1	-1	702	900000	670	300000	660	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	685	783	1272	783	1076	948	1042	1090	1232	1422	500	200	150	100	50	1	6650
6651	HÕo Nguy®t Biªn D¸	665	45	9	1	0	100	10	739	350000	-1	-1	702	900000	670	300000	660	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	753	861	1399	861	1184	948	1042	1090	1232	1422	500	200	150	100	50	1	6650
6652	HÕo Nguy®t Biªn D¸	665	45	9	1	0	100	10	739	350000	-1	-1	702	900000	670	300000	660	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	822	939	1527	939	1292	948	1042	1090	1232	1422	500	200	150	100	50	1	6650
6653	HÕo Nguy®t Biªn D¸	665	45	9	1	0	100	10	739	350000	-1	-1	702	900000	670	300000	660	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	890	1018	1654	1018	1399	948	1042	1090	1232	1422	500	200	150	100	50	1	6650
6659	HÕo Nguy®t Bäo Bäo	665	45	9	0	1	100	10	739	350000	-1	-1	702	900000	670	300000	660	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	685	783	1272	783	1076	948	1042	1090	1232	1422	500	200	150	100	50	1	6650
6660	Thi«mCung Trß·ngThành	666	55	9	0	0	100	10	739	400000	-1	-1	702	900000	670	350000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	714	816	1326	816	1122	1051	1156	1208	1366	1576	500	200	150	100	50	1	6660
6661	Thi«m Cung Biªn D¸	666	55	9	1	0	100	10	739	400000	-1	-1	702	900000	670	350000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	767	877	1425	877	1206	1051	1156	1208	1366	1576	500	200	150	100	50	1	6660
6662	Thi«m Cung Biªn D¸	666	55	9	1	0	100	10	739	400000	-1	-1	702	900000	670	350000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	821	938	1524	938	1290	1051	1156	1208	1366	1576	500	200	150	100	50	1	6660
6663	Thi«m Cung Biªn D¸	666	55	9	1	0	100	10	739	400000	-1	-1	702	900000	670	350000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	874	999	1624	999	1374	1051	1156	1208	1366	1576	500	200	150	100	50	1	6660
6664	Thi«m Cung Biªn D¸	666	55	9	1	0	100	10	739	400000	-1	-1	702	900000	670	350000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	928	1060	1723	1060	1458	1051	1156	1208	1366	1576	500	200	150	100	50	1	6660
6669	Thi«m Cung Bäo Bäo	666	55	9	0	1	100	10	739	400000	-1	-1	702	900000	670	350000	660	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	714	816	1326	816	1122	1051	1156	1208	1366	1576	500	200	150	100	50	1	6660
6670	ThöH¢ngNgaTrß·ngThành	667	65	9	0	0	100	10	739	450000	-1	-1	702	900000	670	400000	660	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	742	848	1379	848	1167	1153	1268	1325	1498	1729	500	200	150	100	50	1	6670
6671	Thö H¢ng Nga Biªn D¸	667	65	9	1	0	100	10	739	450000	-1	-1	702	900000	670	400000	660	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	787	899	1462	899	1237	1153	1268	1325	1498	1729	500	200	150	100	50	1	6670
6672	Thö H¢ng Nga Biªn D¸	667	65	9	1	0	100	10	739	450000	-1	-1	702	900000	670	400000	660	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	831	950	1544	950	1307	1153	1268	1325	1498	1729	500	200	150	100	50	1	6670
6673	Thö H¢ng Nga Biªn D¸	667	65	9	1	0	100	10	739	450000	-1	-1	702	900000	670	400000	660	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	876	1001	1627	1001	1377	1153	1268	1325	1498	1729	500	200	150	100	50	1	6670
6674	Thö H¢ng Nga Biªn D¸	667	65	9	1	0	100	10	739	450000	-1	-1	702	900000	670	400000	660	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	920	1052	1710	1052	1447	1153	1268	1325	1498	1729	500	200	150	100	50	1	6670
6675	Thö H¢ng Nga Biªn D¸	667	65	9	1	0	100	10	739	450000	-1	-1	702	900000	670	400000	660	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	965	1103	1793	1103	1517	1153	1268	1325	1498	1729	500	200	150	100	50	1	6670
6679	Thö H¢ng Nga Bäo Bäo	667	65	9	0	1	100	10	739	450000	-1	-1	702	900000	670	400000	660	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	742	848	1379	848	1167	1153	1268	1325	1498	1729	500	200	150	100	50	1	6670
6680	Tiêm Nha BÕo Long Trß·ng Thành	668	45	9	0	0	1000	10	694	300000	-1	-1	722	900000	706	250000	661	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1428	1020	510	918	714	1051	1156	1208	1366	1576	50	150	200	100	500	1	6680
6681	Tiêm Nha BÕo Long Biªn D¸	668	45	9	1	0	1000	10	694	300000	-1	-1	722	900000	706	250000	661	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1535	1096	548	986	767	1051	1156	1208	1366	1576	50	150	200	100	500	1	6680
6682	Tiêm Nha BÕo Long Biªn D¸	668	45	9	1	0	1000	10	694	300000	-1	-1	722	900000	706	250000	661	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1642	1173	586	1055	821	1051	1156	1208	1366	1576	50	150	200	100	500	1	6680
6683	Tiêm Nha BÕo Long Biªn D¸	668	45	9	1	0	1000	10	694	300000	-1	-1	722	900000	706	250000	661	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1749	1249	624	1124	874	1051	1156	1208	1366	1576	50	150	200	100	500	1	6680
6689	Tiêm Nha BÕo Long Bäo Bäo	668	45	9	0	1	1000	10	694	300000	-1	-1	722	900000	706	250000	661	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1428	1020	510	918	714	1051	1156	1208	1366	1576	50	150	200	100	500	1	6680
6690	Lþi Nha BÕo Long Trß·ng Thành	669	55	9	0	0	1000	10	694	350000	-1	-1	722	900000	706	300000	661	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1485	1061	530	954	742	1153	1268	1325	1498	1729	50	150	200	100	500	1	6690
6691	Lþi Nha BÕo Long Biªn D¸	669	55	9	1	0	1000	10	694	350000	-1	-1	722	900000	706	300000	661	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1574	1124	562	1012	787	1153	1268	1325	1498	1729	50	150	200	100	500	1	6690
6692	Lþi Nha BÕo Long Biªn D¸	669	55	9	1	0	1000	10	694	350000	-1	-1	722	900000	706	300000	661	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1663	1188	594	1069	831	1153	1268	1325	1498	1729	50	150	200	100	500	1	6690
6693	Lþi Nha BÕo Long Biªn D¸	669	55	9	1	0	1000	10	694	350000	-1	-1	722	900000	706	300000	661	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1752	1251	625	1126	876	1153	1268	1325	1498	1729	50	150	200	100	500	1	6690
6694	Lþi Nha BÕo Long Biªn D¸	669	55	9	1	0	1000	10	694	350000	-1	-1	722	900000	706	300000	661	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1841	1315	657	1184	920	1153	1268	1325	1498	1729	50	150	200	100	500	1	6690
6699	Lþi Nha BÕo Long Bäo Bäo	669	55	9	0	1	1000	10	694	350000	-1	-1	722	900000	706	300000	661	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1485	1061	530	954	742	1153	1268	1325	1498	1729	50	150	200	100	500	1	6690
6700	Cang Nha BÕo Long Trß¶ng Thành	670	65	9	0	0	1000	10	694	400000	-1	-1	722	900000	706	350000	661	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1542	1102	551	991	771	1255	1380	1443	1631	1882	50	150	200	100	500	1	6700
6701	Cang Nha BÕo Long Biªn D¸	670	65	9	1	0	1000	10	694	400000	-1	-1	722	900000	706	350000	661	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1619	1157	578	1041	809	1255	1380	1443	1631	1882	50	150	200	100	500	1	6700
6702	Cang Nha BÕo Long Biªn D¸	670	65	9	1	0	1000	10	694	400000	-1	-1	722	900000	706	350000	661	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1697	1212	606	1090	848	1255	1380	1443	1631	1882	50	150	200	100	500	1	6700
6703	Cang Nha BÕo Long Biªn D¸	670	65	9	1	0	1000	10	694	400000	-1	-1	722	900000	706	350000	661	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1774	1267	633	1140	887	1255	1380	1443	1631	1882	50	150	200	100	500	1	6700
6704	Cang Nha BÕo Long Biªn D¸	670	65	9	1	0	1000	10	694	400000	-1	-1	722	900000	706	350000	661	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1851	1322	661	1190	925	1255	1380	1443	1631	1882	50	150	200	100	500	1	6700
6705	Cang Nha BÕo Long Biªn D¸	670	65	9	1	0	1000	10	694	400000	-1	-1	722	900000	706	350000	661	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1928	1377	688	1239	964	1255	1380	1443	1631	1882	50	150	200	100	500	1	6700
6709	Cang Nha BÕo Long Bäo Bäo	670	65	9	0	1	1000	10	694	400000	-1	-1	722	900000	706	400000	661	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1542	1102	551	991	771	1255	1380	1443	1631	1882	50	150	200	100	500	1	6700
6710	Huyªt Nha BÕo Long Trß·ng Thành	671	75	9	0	0	1000	10	694	450000	-1	-1	722	900000	706	400000	661	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1542	1102	551	991	771	1255	1380	1443	1631	1882	50	150	200	100	500	1	6710
6711	Huyªt Nha BÕo Long Biªn D¸	671	75	9	1	0	1000	10	694	450000	-1	-1	722	900000	706	400000	661	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1619	1157	578	1041	809	1255	1380	1443	1631	1882	50	150	200	100	500	1	6710
6712	Huyªt Nha BÕo Long Biªn D¸	671	75	9	1	0	1000	10	694	450000	-1	-1	722	900000	706	400000	661	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1697	1212	606	1090	848	1255	1380	1443	1631	1882	50	150	200	100	500	1	6710
6713	Huyªt Nha BÕo Long Biªn D¸	671	75	9	1	0	1000	10	694	450000	-1	-1	722	900000	706	400000	661	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1774	1267	633	1140	887	1255	1380	1443	1631	1882	50	150	200	100	500	1	6710
6714	Huyªt Nha BÕo Long Biªn D¸	671	75	9	1	0	1000	10	694	450000	-1	-1	722	900000	706	400000	661	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1851	1322	661	1190	925	1255	1380	1443	1631	1882	50	150	200	100	500	1	6710
6715	Huyªt Nha BÕo Long Biªn D¸	671	75	9	1	0	1000	10	694	450000	-1	-1	722	900000	706	400000	661	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1928	1377	688	1239	964	1255	1380	1443	1631	1882	50	150	200	100	500	1	6710
6716	Huyªt Nha BÕo Long Biªn D¸	671	75	9	1	0	1000	10	694	450000	-1	-1	722	900000	706	400000	661	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2005	1432	716	1289	1002	1255	1380	1443	1631	1882	50	150	200	100	500	1	6710
6719	Huyªt Nha BÕo Long Bäo Bäo	671	75	9	0	1	1000	10	694	450000	-1	-1	722	900000	706	400000	661	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1542	1102	551	991	771	1255	1380	1443	1631	1882	50	150	200	100	500	1	6710
7500	Áp ChuÖ Thú Trß·ng Thành	750	5	9	0	0	1000	10	736	300000	-1	-1	728	900000	656	250000	734	100000	664	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	656	750	1219	750	1031	846	930	972	1099	1269	500	200	150	100	50	1	7500
7501	Áp ChuÖ Thú Biªn D¸	750	5	9	1	0	1000	10	736	300000	-1	-1	728	900000	656	250000	734	100000	664	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	755	862	1402	862	1186	846	930	972	1099	1269	500	200	150	100	50	1	7500
7502	Áp ChuÖ Thú Biªn D¸	750	5	9	1	0	1000	10	736	300000	-1	-1	728	900000	656	250000	734	100000	664	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	853	975	1585	975	1341	846	930	972	1099	1269	500	200	150	100	50	1	7500
7509	Áp ChuÖ Thú Bäo Bäo	750	5	9	0	1	1000	10	736	300000	-1	-1	728	900000	656	250000	734	100000	664	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	656	750	1219	750	1031	846	930	972	1099	1269	500	200	150	100	50	1	7500
7510	Áp ChuÖ Thú Trß·ng Thành	751	45	9	0	0	1000	10	736	350000	-1	-1	728	900000	656	300000	734	150000	664	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	685	783	1272	783	1076	948	1042	1090	1232	1422	500	200	150	100	50	1	7510
7511	Áp ChuÖ Thú Biªn D¸	751	45	9	1	0	1000	10	736	350000	-1	-1	728	900000	656	300000	734	150000	664	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	753	861	1399	861	1184	948	1042	1090	1232	1422	500	200	150	100	50	1	7510
7512	Áp ChuÖ Thú Biªn D¸	751	45	9	1	0	1000	10	736	350000	-1	-1	728	900000	656	300000	734	150000	664	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	822	939	1527	939	1292	948	1042	1090	1232	1422	500	200	150	100	50	1	7510
7513	Áp ChuÖ Thú Biªn D¸	751	45	9	1	0	1000	10	736	350000	-1	-1	728	900000	656	300000	734	150000	664	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	890	1018	1654	1018	1399	948	1042	1090	1232	1422	500	200	150	100	50	1	7510
7519	Áp ChuÖ Thú Bäo Bäo	751	45	9	0	1	1000	10	736	350000	-1	-1	728	900000	656	300000	734	150000	664	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	685	783	1272	783	1076	948	1042	1090	1232	1422	500	200	150	100	50	1	7510
7520	Áp ChuÖ Thú Trß·ng Thành	752	55	9	0	0	1000	10	736	400000	-1	-1	728	900000	656	350000	734	200000	664	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	714	816	1326	816	1122	1051	1156	1208	1366	1576	500	200	150	100	50	1	7520
7521	Áp ChuÖ Thú Biªn D¸	752	55	9	1	0	1000	10	736	400000	-1	-1	728	900000	656	350000	734	200000	664	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	767	877	1425	877	1206	1051	1156	1208	1366	1576	500	200	150	100	50	1	7520
